0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
0.05,0.0,471.0
