0.1,0,1.5435374913536846,33274.0
0.1,1,2.3918310380908085,33274.06
0.1,2,2.07869616628846,33274.09259259259
0.1,3,3.0380488828612178,33274.15789473684
0.1,4,2.996736017752966,33274.10638297872
0.1,5,1.672930459661789,33274.0
0.1,6,2.0226302374724834,33274.10344827586
0.1,7,2.1830207263872126,33274.025
0.1,8,2.434129580384365,33274.025
0.1,9,2.0058201768334687,33274.01851851852
0.1,10,nan,nan
0.1,11,nan,nan
0.1,12,nan,nan
0.1,13,nan,nan
0.1,14,nan,nan
0.1,15,nan,nan
0.1,16,nan,nan
0.1,17,nan,nan
0.1,18,nan,nan
0.1,19,nan,nan
0.1,0,3.1024255292965526,33274.14893617021
0.1,1,2.7447126053747977,33274.11538461538
0.1,2,1.8887394246516942,33274.02
0.1,3,1.4490367434267692,33274.0
0.1,4,1.6879773781183842,33274.055555555555
0.1,5,2.1958023169560157,33274.030303030304
0.1,6,3.216813664813266,33274.34375
0.1,7,1.2698105037455807,33274.04878048781
0.1,8,2.4320745325175266,33274.125
0.1,9,3.6946476062329623,33274.4375
0.1,10,nan,nan
0.1,11,nan,nan
0.1,12,nan,nan
0.1,13,nan,nan
0.1,14,nan,nan
0.1,15,nan,nan
0.1,16,nan,nan
0.1,17,nan,nan
0.1,18,nan,nan
0.1,19,nan,nan
0.1,0,2.2558516873049608,33274.145454545454
0.1,1,1.5392812254990031,33274.04878048781
0.1,2,2.2177714016169205,33274.05263157895
0.1,3,3.0277265082217366,33274.07843137255
0.1,4,2.4097153734295342,33274.086956521736
0.1,5,1.787008026251219,33274.01818181818
0.1,6,1.7094372051570157,33274.09259259259
0.1,7,1.6949321640704824,33274.03448275862
0.1,8,2.0667936690393254,33274.02
0.1,9,1.68814052568519,33274.044444444444
0.1,10,nan,nan
0.1,11,nan,nan
0.1,12,nan,nan
0.1,13,nan,nan
0.1,14,nan,nan
0.1,15,nan,nan
0.1,16,nan,nan
0.1,17,nan,nan
0.1,18,nan,nan
0.1,19,nan,nan
0.1,0,2.87206390583012,33274.0
0.1,1,2.2581455474671888,33274.03389830508
0.1,2,2.4617922530393197,33274.05128205128
0.1,3,2.3769860217761503,33274.055555555555
0.1,4,3.0219175935570397,33274.07692307692
0.1,5,1.5748062099779465,33274.0
0.1,6,2.4779876686239226,33274.02222222222
0.1,7,1.4528379803567935,33274.03846153846
0.1,8,2.043540865883147,33274.0
0.1,9,1.8302035886178643,33274.02272727273
0.1,10,nan,nan
0.1,11,nan,nan
0.1,12,nan,nan
0.1,13,nan,nan
0.1,14,nan,nan
0.1,15,nan,nan
0.1,16,nan,nan
0.1,17,nan,nan
0.1,18,nan,nan
0.1,19,nan,nan
0.1,0,1.689287671078957,33274.0
0.1,1,1.6741067751180627,33274.01612903226
0.1,2,2.3678403538614736,33274.02380952381
0.1,3,1.7261462386759547,33274.1320754717
0.1,4,1.7743229060756252,33274.04651162791
0.1,5,1.9071693211866567,33274.016949152545
0.1,6,1.4755123109882535,33274.01851851852
0.1,7,2.8917633283965856,33274.056603773584
0.1,8,1.8073273513465817,33274.04761904762
0.1,9,1.9394151172614715,33274.03389830508
0.1,10,nan,nan
0.1,11,nan,nan
0.1,12,nan,nan
0.1,13,nan,nan
0.1,14,nan,nan
0.1,15,nan,nan
0.1,16,nan,nan
0.1,17,nan,nan
0.1,18,nan,nan
0.1,19,nan,nan
0.1,0,1.3479889064391002,33274.02173913043
0.1,1,1.5980545607876846,33274.0
0.1,2,2.242247170477353,33274.0
0.1,3,1.2595768112930337,33274.0
0.1,4,1.853526504174643,33274.04081632653
0.1,5,1.9468391822496,33274.10909090909
0.1,6,1.549678062399828,33274.08823529412
0.1,7,2.2189112972728853,33274.0
0.1,8,1.8340069326791613,33274.05
0.1,9,2.083859085292567,33274.08163265306
0.1,10,nan,nan
0.1,11,nan,nan
